,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
929,"['Ultimate Baia', 'Sett']","['LuTTiFoX', 'Diana']","['Ξ Δ Ξ', 'Sylas']","['LES BONS CRITZ', 'Varus']","['DahtsWhatsSheZed', 'Pantheon']","['PotentSaidUlleh', 'Riven']","['Vergnügen ', 'Kindred']","['uωu u so ωarm', 'Akali']","['tempgcsrxzzrwnyj', 'Kaisa']","['4ntos1', 'Nautilus']",Victoire des Bleus
930,"['SoldatTireur', 'Sejuani']","['UradioNaHajlunga', 'Kindred']","['McEugène', 'Xerath']","['1m50 hohe Kante', 'Caitlyn']","['GandhiUnPeuStp', 'Lux']","['RITO Games', 'Skarner']","['Dcraz', 'Talon']","['ak adventures', 'Sylas']","['LES BONS CRITZ', 'Samira']","['SHARK MENTAL 123', 'Leona']",Victoire des Bleus
931,"['yorick gamer', 'Yorick']","['FeelsBoostedMaan', 'Ekko']","['Autïsmus Maxïmus', 'Syndra']","['LES BONS CRITZ', 'Draven']","['AUTUnicorn', 'Nami']","['GiraffaSpotify', 'MonkeyKing']","['Hevewoco', 'Kayn']","['StereoHeroeZz', 'Akali']","['Gloinpower', 'KogMaw']","['ˆˆˆˆˇˇˇˇ', 'Karma']",Victoire des Bleus
932,"['Belu', 'Aatrox']","['unwell in head1', 'LeeSin']","['midbeast int acc', 'Sylas']","['SLR genu', 'Varus']","['BootyAndABeast', 'Lulu']","['BRUMBLE BEE', 'Rumble']","['I Will Perform', 'Talon']","['Sayaka Kudo', 'Zoe']","['end my misery', 'Twitch']","['lThralix', 'Yuumi']",Victoire des Rouges
933,"['VLAD YOUR DADDY', 'Kayle']","['Diabolic Esper', 'Hecarim']","['Zion Flo', 'Mordekaiser']","['Uebermensch', 'Draven']","['Tranen', 'Zilean']","['Vlâd Țepeș', 'Vladimir']","['IvernedYourLP', 'Ivern']","['jung gap life', 'Cassiopeia']","['kingOfBlacks', 'MissFortune']","['Destroyerade', 'Lulu']",Victoire des Rouges
934,"['Vlâd Țepeș', 'Vladimir']","['Oblivion Orb', 'Khazix']","['ChinoisAttack', 'Sylas']","['LilSamz', 'Jhin']","['Plusmaa', 'Zilean']","['DRUTUTT FANBΟY', 'Sejuani']","['tcfjqc', 'MasterYi']","['YASIN CHALL ACC', 'Samira']","['forik05', 'Kaisa']","['ALISTER', 'Alistar']",Victoire des Rouges
935,"['va dau la mue', 'Vladimir']","['YIGACHAD666', 'MasterYi']","['pakuhale', 'Sylas']","['DejaVoo', 'Ezreal']","['ShadowIQQ', 'Blitzcrank']","['Feulda', 'Jax']","['aBit Kyru', 'Hecarim']","['Border Future', 'Ahri']","['dumbmfblonde', 'Jhin']","['Ciapciak is here', 'Morgana']",Victoire des Bleus
936,"['va dau la mue', 'Vladimir']","['The Bãttle Beast', 'Rengar']","['FormulaBetona', 'Xerath']","['Border Future', 'Ezreal']","['Coach MasterM1nd', 'Lux']","['Vanelle', 'Fiora']","['Manuel Kahn', 'Zac']","['FabulousFlamingo', 'Anivia']","['FNC Rhobalas', 'Xayah']","['SuperXD12', 'Nami']",Victoire des Rouges
937,"['Im on my own', 'Aatrox']","['Bandíto', 'Warwick']","['Border Future', 'Vex']","['EtheraI', 'Vayne']","['D S Q U A R E D', 'Nami']","['OLB Cloyy', 'Irelia']","['Chrisio', 'Sylas']","['Zack Die Bohne', 'Viktor']","['MadDashy', 'Yasuo']","['Incurable', 'Lulu']",Victoire des Rouges
938,"['Sh1bbz', 'Shen']","['mwuah', 'Khazix']","['SwordArt', 'Orianna']","['Juicy ADussy', 'Samira']","['Reisun', 'Camille']","['Gαmerboy', 'Yasuo']","['NGBF Ratzy', 'Zac']","['Border Future', 'Syndra']","['ΤITAΝ', 'Nilah']","[' EUW Taylor', 'Leona']",Victoire des Rouges
939,"['GeraldinevJx', 'Gangplank']","['S13 Iron Prodigy', 'Elise']","['S13 Iron Scrub', 'Tristana']","['Soulmate', 'Twitch']","['Kiwiguard', 'Zilean']","['ÁLISTAR', 'Volibear']","['beteley', 'Shyvana']","['Border Future', 'Zed']","['obedear', 'Nilah']","['Hiliepithie', 'Singed']",Victoire des Rouges
940,"['nineoneseven', 'Twitch']","['Tony Le CRS', 'Vi']","['EDG x90x97241', 'Talon']","['Nσt Found 404', 'Lucian']","['Podvobraz', 'Nami']","['Torse nu 1v9 ', 'Vayne']","['Chr1š', 'MonkeyKing']","['Border Future', 'Leblanc']","['SPΑCE', 'Jhin']","['shrimply', 'Renata']",Victoire des Bleus
941,"['gallyazira', 'Ornn']","['6S4P9', 'Hecarim']","['Border Future', 'Azir']","['dumbmfblonde', 'Jhin']","['Duror', 'Brand']","['Racon Dog Camper', 'Mordekaiser']","['DisguisedUtter', 'Nunu']","['Idàs', 'Viktor']","['střelec', 'Varus']","['SEJUANILOVER98', 'Nami']",Victoire des Rouges
942,"['Bel Bug', 'Sion']","['Chr1š', 'MonkeyKing']","['Border Future', 'Taliyah']","['Mei Jing Xiu', 'Kalista']","['shrimply', 'Renata']","['6S4P9', 'Aatrox']","['No Pride', 'Diana']","['Młody H', 'Zed']","['GGC Hunter', 'Kaisa']","['Kukudu', 'Nami']",Victoire des Bleus
943,"['ramuld12', 'Darius']","['JG2610', 'Evelynn']","['Border Future', 'Orianna']","['Z1ER', 'Jinx']","['Zoso Curry', 'Sett']","['Ðoñ λnnié', 'Annie']","['IamStrauss', 'Lillia']","['Bananes', 'Zed']","['fe3n1x', 'Ashe']","['SneakonKids UwU', 'Senna']",Victoire des Rouges
944,"['mad goat player', 'Trundle']","['Carεfull', 'MonkeyKing']","['Halbua', 'Syndra']","['CEOBountyBuilder', 'Ezreal']","['Devprogamer', 'FiddleSticks']","['Reformed Crabcho', 'Riven']","['2andhalfsheen v2', 'Vi']","['Border Future', 'Vex']","['feeubaom', 'Twitch']","['ad pls', 'Senna']",Victoire des Rouges
945,"['doIpe', 'Yorick']","['salned', 'Hecarim']","['Border Future', 'Syndra']","['Rog974', 'Kaisa']","['słońce chłopiec', 'Braum']","['Urpog Fill', 'Urgot']","['Waloud BAGARREEE', 'Zed']","['Jhinosuke Noara', 'Cassiopeia']","['Krobson', 'Tristana']","['zouflain', 'Nami']",Victoire des Bleus
946,"['Samgoh', 'Singed']","['slepac', 'Kayn']","['FNC ShowMaker', 'Ahri']","['alphadagge', 'Nilah']","['Mojie23', 'Pyke']","['BlueHades', 'Sion']","['emirg fangirl', 'Kindred']","['thekiller888888', 'Xerath']","['Border Future', 'Jhin']","['Strzelba', 'Rakan']",Victoire des Rouges
947,"['Power of Lawyer ', 'Maokai']","['Náte River', 'Sylas']","['Border Future', 'Vex']","['Hidralisk', 'Kalista']","['Tezaret', 'Soraka']","['999z', 'Aatrox']","['icfivzh', 'JarvanIV']","['Afrisbee', 'Twitch']","['dont4get MOLDOVA', 'Kaisa']","['rhythm n poetry', 'Heimerdinger']",Victoire des Bleus
948,"['XXXFIGHTERZXXX', 'Sett']","['Kanwyddash', 'Zac']","['Border Future', 'Ahri']","['not malicious', 'Lucian']","['iMusa3d', 'Twitch']","['bigwario2', 'Darius']","['1Chronos', 'Gragas']","['redrocket1211', 'Malphite']","['pericolo', 'Xayah']","['owker', 'Yuumi']",Victoire des Rouges
949,"['bigwario2', 'Jax']","['Ep1dem', 'Khazix']","['CRTN BEAST', 'AurelionSol']","['idk how to adc ', 'Jhin']","['iagog', 'Brand']","['wohaoxiangjia', 'Aatrox']","['canneednew', 'Nocturne']","['Border Future', 'Syndra']","['kirsikkacola', 'Varus']","['EKKO C TIER', 'Janna']",Victoire des Bleus
950,"['stenleey', 'Ornn']","['Rhan', 'Belveth']","['4ãM', 'Varus']","['Viiper', 'Caitlyn']","['ProFemalePlayer', 'Janna']","['Maccatta', 'Gangplank']","['Katarina Legend', 'DrMundo']","['Border Future', 'Syndra']","['Mango on Yone', 'Ezreal']","['Marty Juiceman', 'Xerath']",Victoire des Rouges
951,"['Nayor', 'Camille']","['Dyddocci', 'Evelynn']","['Team Prepa Segpa', 'Zed']","['GUGGALA', 'Samira']","['FLAGGED 44756906', 'Nautilus']","['Wickyd', 'KSante']","['rengº', 'Rengar']","['Border Future', 'Ahri']","['TwinJet', 'Jhin']","['qpkthjgaklgjakhg', 'Pyke']",Victoire des Rouges
952,"['neverbrokeagain9', 'Aatrox']","['INT Weavel', 'Lillia']","['Arni int acc', 'Karma']","['Xtak', 'Jhin']","['Kamiyo', 'Sona']","['PutBaconOnVegan', 'Garen']","['Gia', 'Rengar']","['Border Future', 'Vex']","['ALEX SUUUUUUI', 'Twitch']","['left handed acc', 'Sylas']",Victoire des Rouges
953,"['JosDanX', 'Fiora']","['tucatucawoowoo', 'Udyr']","['Border Future', 'Syndra']","['drop', 'Twitch']","['SO Drizzle', 'Lulu']","['Emphasis1', 'Camille']","['Iann Dior Fanboy', 'Elise']","['Steghetonzi', 'Yone']","['Kamiyo', 'Vayne']","['Douarde', 'Swain']",Victoire des Bleus
954,"['MEGATURBOGANKER', 'Nunu']","['Kögöcs paresu ', 'MonkeyKing']","['Border Future', 'Orianna']","['Spiruilargor', 'Kaisa']","['Adïme', 'Pyke']","['Kolyo Piyandeto', 'Sion']","['WP UnderNexus', 'Maokai']","['Premade of God', 'Ryze']","['Alph Zack', 'Sivir']","['Flªre', 'Senna']",Victoire des Bleus
955,"['SWINGED', 'Singed']","['TFT Player Vess', 'Kindred']","['Extrem Tobi', 'Corki']","['Hewse', 'Varus']","['Lord Zas', 'Sett']","['Tempahhhhhhhhhh', 'Gangplank']","['w4ve management', 'Pantheon']","['Border Future', 'Ahri']","['zxczxc', 'Kaisa']","['Alexa093', 'Nautilus']",Victoire des Rouges
956,"['botsbots', 'Rengar']","['Kayn Ta Daronne', 'Lillia']","['taxthrowaway100', 'Taliyah']","['Kerrigun 0', 'Ezreal']","['JesterJJ', 'Karma']","['AllergieMan', 'Aatrox']","['avg mental', 'Evelynn']","['Border Future', 'Syndra']","['Rumutresk', 'Kaisa']","['Coosmog', 'Nami']",Victoire des Rouges
957,"['KC Moi LFiak', 'Sion']","['Shahaco', 'Shaco']","['Vladidaddymir', 'Vladimir']","['Τöji', 'Ezreal']","['Z YeQíu', 'Pyke']","['UltramanAatrox', 'Aatrox']","['SatellaYX', 'Lillia']","['Border Future', 'Varus']","['Yangin', 'Jhin']","['Senutna', 'Twitch']",Victoire des Rouges
958,"['Beeston dummy', 'KSante']","['PlSSDRlNKER', 'Shaco']","['Agent DiNozzo', 'Irelia']","['Svemar', 'Twitch']","['DeathKillerFun', 'Zyra']","['forsen sub', 'Jax']","['lovein798', 'Lillia']","['The ARAM enjoyér', 'Rumble']","['Border Future', 'Sivir']","['HeIp me 334 DQZ2', 'Yuumi']",Victoire des Bleus
959,"['zhongoida', 'Kaisa']","['ZoeTY', 'Zeri']","['Border Future', 'Syndra']","['Real Steve', 'Aphelios']","['HE Buglife', 'Thresh']","['EVO Leywin', 'Aatrox']","['EVO Lowkey', 'Lillia']","['Erhka', 'Talon']","['I d0nt even care', 'Xayah']","['PolarLPB', 'Nami']",Victoire des Rouges
960,"['Hybrised The old', 'KSante']","['xXAntiStylerXx', 'Lillia']","['Border Future', 'Zed']","['V5Photic', 'Varus']","['KBZ BlooBzY', 'Blitzcrank']","['lack of trying', 'Irelia']","['NVS Braduxdelux', 'Karthus']","['Fion de Pacal', 'Renekton']","['Toboturbi', 'Ezreal']","['Cαnary', 'Lux']",Victoire des Bleus
961,"['Hybrised The old', 'Chogath']","['RobSexspecialist', 'Graves']","['Border Future', 'Sylas']","['W K R 23', 'Caitlyn']","['REINA FROZEN', 'Xerath']","['Klemann', 'Zyra']","['Slilmon', 'Rengar']","['Aederyd', 'Syndra']","['FOLLAWARRAS69', 'Kalista']","['retired long ago', 'Soraka']",Victoire des Rouges
962,"['DHL Driver xx', 'Irelia']","['Thrakrohan', 'Hecarim']","['Border Future', 'Zed']","['Mcfluffin', 'Karthus']","['AshNirh', 'Neeko']","['Sett Stinson', 'KSante']","['cvjwb', 'Rengar']","['farm add1ct', 'Ekko']","['NiBaBaGangCai', 'Caitlyn']","['Wαitrose', 'Seraphine']",Victoire des Bleus
963,"['NeverTrustAWoman', 'Jayce']","['CapitalWait', 'Belveth']","['Border Future', 'Swain']","['Litière', 'Lucian']","['Dumy Winterfell', 'Nami']","['KBNUEVEE9', 'Quinn']","['Sexy Human Shrek', 'Diana']","['r0lféé', 'Zed']","['Ønlyfk ', 'Kaisa']","['kacryde', 'Blitzcrank']",Victoire des Rouges
964,"['Irina Rimes', 'Karma']","['Hedenskmoon', 'Hecarim']","['Border Future', 'Ahri']","['NingoPingo', 'Caitlyn']","['Zêt', 'Ashe']","['Seira Riven', 'Riven']","['DOGS YARO', 'Kayn']","['Paté de Atum', 'Corki']","['tokkami', 'Vayne']","['cvrsed', 'Lulu']",Victoire des Bleus
965,"['SamehadAa', 'Darius']","['rRNoah', 'Volibear']","['Border Future', 'Leblanc']","['Tropa', 'Kalista']","['Rhäenyra', 'Nami']","['Steinx9', 'Neeko']","['LemiIlion', 'Zed']","['NickTheDik', 'TwistedFate']","['Psyroz', 'Ezreal']","['Sexy Human Shrek', 'Yuumi']",Victoire des Bleus
966,"['IsmaiI0', 'Irelia']","['eviltunafish', 'Singed']","['Malik full 1V9', 'Jhin']","['Labo Member', 'Syndra']","['Awsoule', 'Heimerdinger']","['YT PLANTY480', 'Aatrox']","['Casinero', 'Udyr']","['Border Future', 'Taliyah']","['Kim Geοn Bu', 'Ezreal']","['Εric Dampierre', 'Thresh']",Victoire des Bleus
967,"['MØNKEY MAN', 'KSante']","['KaspR V1', 'Ekko']","['Border Future', 'Cassiopeia']","['Ominouss', 'Aphelios']","['FîreByrd', 'Braum']","['vsvqa', 'Aatrox']","['belong together', 'MonkeyKing']","['ƒemboi', 'Camille']","['Ruler69', 'Draven']","['Reixa VI', 'Vi']",Victoire des Rouges
968,"['MaxZoll', 'Riven']","['SylasMain1', 'Khazix']","['Εmpyrean Pyke', 'Garen']","['Blakeypoo', 'Seraphine']","['Taoukan', 'Ashe']","['L9 Shiwuu', 'Kayle']","['Lenneevel', 'Hecarim']","['Border Future', 'Taliyah']","['not egirl abuser', 'Twitch']","['Mimi Underscore', 'Janna']",Victoire des Rouges
969,"['RiB Grandelbart', 'Singed']","['I AM BAD AT 1V1', 'LeeSin']","['Larssen fan ', 'TwistedFate']","['Enriquecek1', 'Kaisa']","['Backhunter2', 'Blitzcrank']","['chuskas01', 'Kennen']","['königreích ', 'Udyr']","['Border Future', 'Leblanc']","['vwyranmut', 'Lucian']","['Wisamerityr', 'Nami']",Victoire des Rouges
970,"['L9 Shiwuu', 'Kayle']","['MidLanerFromHell', 'Udyr']","['FatherMentos', 'Ahri']","['Border Future', 'Sivir']","['CPE DormeurDuVal', 'Pyke']","['TME Psychø', 'Fiora']","['Qad', 'Belveth']","['James Deαn', 'TwistedFate']","['LARSKRAFTER', 'Kalista']","['Mawy', 'Karma']",Victoire des Rouges
971,"['IM UNHINGED', 'DrMundo']","['Qad', 'Pantheon']","['Erhka', 'Yasuo']","['Cabeza Yunque', 'Varus']","['Qanniabi', 'Lulu']","['PSYQUI ABUSER', 'Sett']","['Taröt', 'Diana']","['Border Future', 'Vex']","['Hazardsoost', 'Lucian']","['SchmackesLi', 'Nami']",Victoire des Bleus
972,"['Θnizuka', 'Yone']","['GintermaFKingOne', 'Diana']","['Erhka', 'Akali']","['Šalty Cookie', 'Yasuo']","['Wisamerityr', 'Lulu']","['Sexpartybeast420', 'Gragas']","['qq1938925305', 'Viego']","['WalterPolly1', 'Ryze']","['Border Future', 'Jhin']","['INT αρραι', 'Brand']",Victoire des Rouges
973,"['etxhpbqo', 'Neeko']","['i buyed winrar', 'Twitch']","['xBoosey', 'Veigar']","['Border Future', 'Sivir']","['Ciesiel', 'Yuumi']","['PYOSHlT', 'Akshan']","['Stavo00', 'Rammus']","['DMNrequiem', 'Fiora']","['Raippaaja', 'Lucian']","['kokosnötskungen', 'Nami']",Victoire des Rouges
974,"['Yuumi Toppers', 'Yuumi']","['antidepresan', 'Zed']","['Border Future', 'Leblanc']","['Mister Fedja', 'Jhin']","['CPE DormeurDuVal', 'Pyke']","['DMNrequiem', 'Fiora']","['DMNCanyon', 'Talon']","['Sexpartybeast420', 'Gragas']","['Rediby', 'Caitlyn']","['Neryx', 'Thresh']",Victoire des Bleus
975,"['DMNrequiem', 'Aatrox']","['DMNCanyon', 'Talon']","['International', 'Viktor']","['Rediby', 'Varus']","['Neryx', 'Nami']","['FBC5 Margita', 'DrMundo']","['gumaguma77', 'Graves']","['Border Future', 'Sylas']","['Bao444', 'Kaisa']","['Huntêr', 'Nautilus']",Victoire des Bleus
976,"['Lagspiller', 'Fiora']","['LaMeMixaDeBest', 'Viego']","['Gwahri', 'Diana']","['Sîlâs', 'Ashe']","['EDG IGNITE', 'Nami']","['Eren Crownguard', 'Sett']","['typet302302', 'Ekko']","['Border Future', 'Syndra']","['Ava Max BigFan', 'Caitlyn']","['STF xSisillox', 'Morgana']",Victoire des Rouges
977,"['Originale Kurt', 'TahmKench']","['Augenstern Y', 'RekSai']","['Border Future', 'Taliyah']","['Botlane Roulette', 'Lucian']","['kendrock lemur', 'Nami']","['I love chaos', 'Gangplank']","['Lettowvorbeck v2', 'Nunu']","['Mutant GP', 'Cassiopeia']","['YLClyde', 'Nilah']","['HaHa NeverLucky', 'Braum']",Victoire des Bleus
978,"['KBL Jugurtha', 'Fiora']","['Lisa Manoban', 'Rengar']","['Kuachen', 'TahmKench']","['chatmad', 'Samira']","['Qanniabi', 'Sona']","['TRAFIQUANT2BEUH', 'KSante']","['Dagger or Box', 'Shaco']","['Border Future', 'Syndra']","['we take that', 'Xayah']","['TwTv ItsHurrican', 'Karma']",Victoire des Bleus
979,"['Topaholic', 'Shen']","['PyschopathePoppy', 'Poppy']","['vuoapesr', 'Sylas']","['15y Valix7', 'Ezreal']","['McJohnsen', 'Taliyah']","['Habuba8775', 'Sion']","['Le monkeii', 'Kindred']","['Border Future', 'Syndra']","['Mizuryù', 'Sivir']","['PracticeAcc0', 'Yuumi']",Victoire des Bleus
980,"['Octogone Top', 'Camille']","['Polariso', 'Diana']","['Border Future', 'Sylas']","['Jyu Oh Sei', 'Vayne']","['Cathybipy', 'Blitzcrank']","['UltramanAatrox', 'Aatrox']","['SatellaYX', 'Kayn']","['Lazer Lennart ', 'Galio']","['Deadera', 'Aphelios']","['GHazey I', 'Leona']",Victoire des Bleus
981,"['venividivi', 'Riven']","['nhiivlbl', 'Kindred']","['Akálay', 'Orianna']","['BlaaaZ3', 'Velkoz']","['Marcotte', 'Blitzcrank']","['dvzkrj', 'Irelia']","['FRITZxNOOB', 'Ekko']","['Border Future', 'Azir']","['JoyRide', 'Kaisa']","['Kebaba Yaga', 'Janna']",Victoire des Rouges
982,"['Sokat', 'Darius']","['joioku', 'Graves']","['Border Future', 'Syndra']","['KE Hanzi', 'Jhin']","['Anderss', 'Senna']","['xBBKx', 'Fiora']","['SARUXD122333', 'Taliyah']","['dobcazmkj', 'Qiyana']","['nihal candan', 'Nunu']","['Shaynorius', 'Seraphine']",Victoire des Bleus
983,"['Svemar', 'Olaf']","['Zaki Z', 'Kayn']","['Border Future', 'Syndra']","['Winter Smoke', 'Varus']","['sukkubbus1', 'Zeri']","[' ƒΔßÏδ GΔmÏng', 'Nasus']","['jg newbie', 'Viego']","['its Nyx', 'Annie']","['GEORGEN', 'Kaisa']","['qqqqqqwwe', 'Swain']",Victoire des Bleus
984,"['Top Art', 'KSante']","['dragondoudou1', 'Nunu']","['Border Future', 'Sylas']","['Tiwan Gumayuwish', 'Samira']","['ArchiMond', 'Nautilus']","['Kreayze', 'Shen']","['iMusa3d', 'Nidalee']","['NortoneT', 'Akshan']","['IG Snowyy ', 'Lucian']","['Natte Puppy', 'Nami']",Victoire des Rouges
985,"['Zolaae', 'Azir']","['C0 Lowkey', 'Qiyana']","['Border Future', 'Viktor']","['Matt8888', 'Jhin']","['Foxer', 'Karma']","['last gg', 'Aatrox']","['Resaliz', 'Evelynn']","['Shamikazi', 'Diana']","['Dannæ', 'Varus']","['konahx', 'Ashe']",Victoire des Rouges
986,"['TyroneStoleMyElo', 'Gangplank']","['Goshu Unchained', 'Hecarim']","['CountScar', 'Sylas']","['Stojazi', 'Aphelios']","['tìme will tell', 'Thresh']","['BL Tatze', 'Shen']","['BL Endeavour', 'Graves']","['Border Future', 'Cassiopeia']","['Goth Boi Click', 'Ashe']","['Rainbowbeard', 'Bard']",Victoire des Rouges
987,"['Reformed Ashakan', 'Akshan']","['hi npcs', 'LeeSin']","['Gnimi', 'Sylas']","['Last chance pls', 'Xayah']","['YA HABIBI YALLA', 'Leblanc']","['Lamantin Obèse', 'Sett']","['PIZZA NAPOLETANA', 'Nunu']","['Border Future', 'Vex']","['akaJhinTonic', 'Jhin']","['Clathel', 'Rakan']",Victoire des Bleus
988,"['final twchsmrfng', 'Kled']","['WBD Nüzel', 'Taliyah']","['PKB Dovah', 'Jayce']","['Border Future', 'Sivir']","['subhuman support', 'Soraka']","['SNZ Shykun UwU', 'Olaf']","['kocham was', 'Khazix']","['Ohrch', 'Lissandra']","['KC Lesage', 'Lucian']","['SneakyLucker', 'Ashe']",Victoire des Rouges
989,"['Permavoices69', 'Gnar']","['Metinisbetter', 'Talon']","['Nezilis', 'Akali']","['ZwiS', 'Karthus']","['Philae', 'Thresh']","['Flôshh', 'Olaf']","['water shark bomb', 'Graves']","['Border Future', 'Leblanc']","['Hi Im Nαtsu', 'Vayne']","['Sapinera', 'Lulu']",Victoire des Rouges
990,"['Berisleasimb', 'Quinn']","['NoscopeJimmy', 'Volibear']","['revert w nerfs', 'Viktor']","['D1inx', 'Twitch']","['Skilful Player', 'Soraka']","['amine 2', 'Darius']","['Kιngdrεd', 'Kindred']","['Border Future', 'Vex']","['Babsey', 'Jhin']","['Warsattack', 'Amumu']",Victoire des Rouges
991,"['Zenayehri', 'Akshan']","['BOB Däniel', 'MonkeyKing']","['Laevateınn', 'Taliyah']","['Ge An Guan Huo', 'Kaisa']","['ArchiMond', 'Lulu']","['5elf Reflection', 'Aatrox']","['Pzxxx', 'Graves']","['Border Future', 'Syndra']","['Hewse', 'Varus']","['Pix ate my cake', 'Ashe']",Victoire des Rouges
992,"['Queryliles', 'Fiora']","['Zimtwolf', 'FiddleSticks']","['Border Future', 'Viktor']","['Eyes on mine', 'Varus']","['NPC IRL', 'Zyra']","['NRA FURY', 'DrMundo']","['PAXELSON', 'Belveth']","['Pzxxx', 'Sylas']","['From B1 to Dia1', 'Caitlyn']","['adhd ketaric', 'Lulu']",Victoire des Bleus
993,"['ningyao', 'Gragas']","['SweetºCherryPie', 'Nunu']","['House Elf', 'Viego']","['Agrostophobia', 'Xayah']","['Lord Zas', 'Zac']","['Fabtzge', 'Garen']","['StephenGameBoost', 'Zed']","['Border Future', 'Taliyah']","['Zekiel', 'Varus']","['NL Castor', 'Karma']",Victoire des Rouges
994,"['CHINATEMP7198431', 'Camille']","['Légu', 'FiddleSticks']","['Rank One Euw ', 'Yone']","['redartniw', 'Ezreal']","['Light n Dark', 'Janna']","['DeinARRRsch', 'Riven']","['ALK Freezebee', 'Sejuani']","['Border Future', 'Vex']","['Marcelina Hi', 'Kaisa']","['CPTPepSparrow', 'Xerath']",Victoire des Rouges
995,"['KBL Jugurtha', 'Shyvana']","['PedroAngeL', 'MasterYi']","['NYP OLLI', 'Syndra']","['Feet Lícker', 'Ezreal']","['SupportSorcist', 'Rakan']","['sjjdp', 'Gragas']","['KEBINO', 'Hecarim']","['Border Future', 'Yone']","['sad romantic 123', 'Tristana']","['Racerbilen Rorri', 'Brand']",Victoire des Rouges
996,"['unseensmile', 'Kled']","['XumiX', 'Khazix']","['Border Future', 'Azir']","['ZERINT TE INT', 'Tristana']","['Errør King Pyke', 'Pyke']","['KING GÜLER', 'Aatrox']","['Vèlox', 'Ekko']","['KisTeke', 'Vladimir']","['uozdeqdqx', 'Caitlyn']","['LordOOHagen', 'Zilean']",Victoire des Bleus
997,"['Selfmade Flamer', 'Camille']","['HideOnFeed1', 'Volibear']","['Svensu', 'Orianna']","['L Snoop 1818', 'Varus']","['brsn', 'Morgana']","['TNK FrosT', 'Akali']","['Zaryax', 'Kindred']","['Border Future', 'Syndra']","['thabites à durcy', 'Caitlyn']","['No Pyke Complex', 'Pyke']",Victoire des Bleus
998,"['Clembro', 'Sett']","['Ndellairanne', 'Kayn']","['KoF Osamus', 'Sylas']","['Border Future', 'Jhin']","['sigma female', 'Soraka']","['Eyüp', 'Yasuo']","['Moriatyy', 'Ivern']","['Mizuryù', 'Viktor']","['federalehood', 'Caitlyn']","['lindolfo', 'Renata']",Victoire des Bleus
999,"['AHNGFGHHHHHHHHHH', 'Olaf']","['Daveny', 'Kayn']","['MOUTON VIOLENT', 'Fizz']","['Ryùdooo', 'Kaisa']","['LDV Akilleus', 'Leona']","['Warž', 'Yone']","['senelyzas04', 'Udyr']","['Border Future', 'Leblanc']","['Boytang', 'Lucian']","['Dr Bobby bipolar', 'Nami']",Victoire des Rouges
1000,"['Slym Jxmmy', 'Teemo']","['AriusGamer', 'Olaf']","['MUKĄNJYO', 'Ivern']","['DerKarum2', 'Caitlyn']","['HaHa ShampooV2', 'Karma']","['McKeyzh', 'Garen']","['ShadΦwT66mΦ', 'Hecarim']","['Border Future', 'Vex']","['GOUT MAYONNAISE', 'Vayne']","['Monk Player', 'Lulu']",Victoire des Rouges
1001,"['Zirikatu3', 'Rammus']","['RealRuby', 'Vi']","['Border Future', 'Leblanc']","['462 Forrest', 'Jhin']","['Saifogeo98', 'Janna']","['Uldese', 'Ornn']","['DaKìn', 'Belveth']","['DTM Zyde', 'Vex']","['RLB TmToxic', 'Ezreal']","['FreeBlueEssence', 'Sona']",Victoire des Bleus
1002,"['Ramafu', 'Kennen']","['M4lutrIx', 'Kindred']","['Hokopoko', 'TwistedFate']","['GSK Axcel', 'Caitlyn']","['GSK AnnJoy', 'Bard']","['404 Pitiqui', 'Nasus']","['Ahtiat', 'Hecarim']","['Border Future', 'Vex']","['EndLeague ', 'Jinx']","['Ślepy Arturo', 'Yuumi']",Victoire des Bleus
1003,"['Son of Odoamne', 'Jax']","['Ariuze', 'Belveth']","['Taylor4ever', 'Katarina']","['Ethereous', 'Ezreal']","['kennyboy114v2', 'Rell']","['Advanced Gaming', 'Garen']","['Èstarossa', 'Kayn']","['Border Future', 'Taliyah']","['I AM THE VOICES', 'Xayah']","['Ghostly Kisses', 'Amumu']",Victoire des Rouges
1004,"['MØNKEY MAN', 'KSante']","['Afrodisiack', 'FiddleSticks']","['Ominouss', 'Irelia']","['PaRtyFiddle HD', 'Jhin']","['Ganked By Tilt', 'Xerath']","['ΕÐεn', 'Sett']","['Zoniof', 'Khazix']","['TwTv zFancy02', 'Zed']","['Border Future', 'Varus']","['LaIisa ManobaI', 'Nami']",Victoire des Bleus
1005,"['KayoNar', 'Sion']","['Crymeariven1723', 'FiddleSticks']","['BAD Mahos', 'Sett']","['Border Future', 'Sivir']","['Heroofwarfare', 'Karma']","['Kattepote', 'Volibear']","['Xuán', 'Nidalee']","['Isaac Netero', 'Irelia']","['Much Danish', 'Ashe']","['DeRoo', 'Nami']",Victoire des Bleus
1006,"['Tempest Wanderer', 'Urgot']","['Phänox', 'Nocturne']","['Border Future', 'Syndra']","['Npunkt', 'Xayah']","['Saifogeo98', 'Janna']","['Delirium Red', 'Darius']","['FourNineSix', 'Nunu']","['Hlouskdyn', 'Zoe']","['Sunazhopi', 'Varus']","['TheMoonstruck', 'Lux']",Victoire des Rouges
