,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
1190,"['SpaceFreaks', 'Malphite']","['ENTRE MOI ET MOI', 'Diana']","['VINKO RETURNS', 'Yasuo']","['Bíek', 'Jhin']","['Twchtv GGbrowny', 'Senna']","['weekend gamer', 'Volibear']","['Super SHAAYAI', 'Trundle']","['BYRONNNLOVE', 'Sylas']","['PrivatePhish', 'Draven']","['yebotezivot', 'Janna']",Victoire des Bleus
1191,"['Toss A Coin To', 'Garen']","['PiSSKiNKXD', 'Khazix']","['TSUUUUU', 'Viktor']","['PrivatePhish', 'Draven']","['yebotezivot', 'Janna']","['lBuProM', 'Sett']","['Erèn Yeäger', 'Belveth']","['Lookingforwife00', 'Sylas']","['Fadit', 'MissFortune']","['Yuuna', 'Heimerdinger']",Victoire des Bleus
1192,"['Horse Sedative', 'Camille']","['NixiT', 'Graves']","['Q3stack', 'Zed']","['Taunoo', 'Ezreal']","['Yakuzá', 'Zilean']","['K732', 'Aatrox']","['L1ppx', 'Elise']","['unnamedplayer001', 'Yone']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Soraka']",Victoire des Bleus
1193,"['DerRachesuchende', 'Vayne']","['Cr0issant', 'Kindred']","['Wantendo', 'Ahri']","['cat on lap gamer', 'Kalista']","['Nshllcvz', 'Thresh']","['Pankiu', 'Rammus']","['T α I ο η', 'Talon']","['Xeñor', 'Morgana']","['int acc 11', 'Kaisa']","['yebotezivot', 'Janna']",Victoire des Rouges
1194,"['TheDark1nBlade', 'Mordekaiser']","['Asimüs', 'Ekko']","['Blossomed Soul ', 'Syndra']","['Nasty Marksman', 'Caitlyn']","['Kokainarienv0gel', 'Pyke']","['TBT Samurai', 'Olaf']","['King öf Games', 'Graves']","['Król Gucio', 'Ahri']","['CEO of cba', 'Kaisa']","['yebotezivot', 'Janna']",Victoire des Rouges
1195,"['Salniel', 'Ornn']","['Moe 1v9', 'LeeSin']","['BUG Mafia', 'Vex']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['hyper mediocrity', 'Riven']","['minoenglish', 'Zac']","['Roî', 'TwistedFate']","['ˉºˆ', 'Kaisa']","['Rizombig', 'Lulu']",Victoire des Rouges
1196,"['Kerios', 'Riven']","['Kurushinimi', 'Graves']","['Oibirt', 'Rumble']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['DuraxNeverFlames', 'Darius']","['Kantoosh1v9', 'JarvanIV']","['IGN Sioban', 'Akali']","['Trolback', 'Caitlyn']","['Ilkay', 'Morgana']",Victoire des Bleus
1197,"['Thriendirth', 'Warwick']","['Kuruken', 'Diana']","['Lemon carry me', 'Zed']","['MAM HODNE SWAGU', 'Draven']","['Charles Stratton', 'Zilean']","['Kongalla', 'Kennen']","['TvDragonsweet2k1', 'Hecarim']","['jula in head', 'Talon']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Bleus
1198,"['uncle bashar', 'Olaf']","['Maqeleh', 'LeeSin']","['Siknes', 'Anivia']","['Boluxx', 'Varus']","['Zeewee', 'Karma']","['Druide De Combat', 'Kaisa']","['Kongalla', 'Rammus']","['Ohrch', 'Viktor']","['u loved me once', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Bleus
1199,"['Dai the FIu', 'Karthus']","['wujujohnnymain', 'MasterYi']","['محس', 'Irelia']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['Rudyy', 'Yone']","['ALPHA WOLF  21', 'Sejuani']","['Mark Knopﬂer', 'Velkoz']","['Aerys II', 'Kaisa']","['ZoeLover69', 'Lulu']",Victoire des Bleus
1200,"['juggernot', 'Volibear']","['pabsfb', 'Blitzcrank']","['Excinction', 'Ziggs']","['SHIFT7MUTEALL', 'Kaisa']","['Zoulette Rider', 'Leona']","['ling Huo Jia Wo', 'Fiora']","['Senenomichi', 'Evelynn']","['BlueMist zzz', 'Lissandra']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1201,"['TentenScreentime', 'Fiora']","['KnightmareC2', 'Volibear']","['Big Loser Xadim', 'Ekko']","['Sirus93 NoChat', 'Caitlyn']","['yebotezivot', 'Janna']","['twtvkrikor1', 'TahmKench']","['INT Abow', 'Vi']","['Keepre', 'Syndra']","['Glazu', 'Tristana']","['gxatoxil', 'Nautilus']",Victoire des Bleus
1202,"['My Jg Is My UwU', 'Yone']","['Riva Hawkeye', 'Nidalee']","['yebotezivot', 'Lux']","['vaemqrlcxvzz', 'Kaisa']","['TwSolinevolitt', 'Renata']","['Shourdy', 'Kled']","['Leeuwtjees', 'Khazix']","['mochen', 'Ziggs']","['Prashnak', 'MissFortune']","['EmptyB', 'Amumu']",Victoire des Rouges
1203,"['JRY', 'Jax']","['ARMPITSNIFFER607', 'Shaco']","['KURBAX', 'Leblanc']","['BUTTSNIFFER609', 'Draven']","['yebotezivot', 'Janna']","['Daríus L Jackson', 'Darius']","['Leifineth', 'Khazix']","['JibriŁ', 'Ahri']","['G2 Dussy', 'Kaisa']","['Taraxx', 'Yuumi']",Victoire des Bleus
1204,"['Acid for theKids', 'Shen']","['So Proud of You', 'Diana']","['New Player1232', 'Irelia']","['Halfalfa YT', 'MissFortune']","['KingTorret', 'Leona']","['Tren at 24', 'Ornn']","['Godzilafreak1007', 'Viego']","['KURBAX', 'Sylas']","['Twitch Cheese', 'Twitch']","['yebotezivot', 'Janna']",Victoire des Rouges
1205,"['Isaniusadar', 'Darius']","['GÒDYR', 'Udyr']","['tritoone int acc', 'Syndra']","['Samira Uchiha', 'Samira']","['f10f10f10f10f10', 'Blitzcrank']","['Drenas', 'Ornn']","['RANDOMNOTALKOK', 'LeeSin']","['Ultranite', 'Akali']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Bleus
1206,"['Tresmadinerr', 'Kayle']","['Xonclinn', 'Graves']","['Dumbledaz', 'Viktor']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['Oriharu', 'XinZhao']","['LonelySeal lIl', 'Udyr']","['rampaisija', 'Varus']","['PEAK RONALDINHO', 'Draven']","['CSS Quan', 'Amumu']",Victoire des Bleus
1207,"['TURBO TRUITE 69', 'Gwen']","['Okamura v akci', 'Belveth']","['GoldenLucker', 'Leblanc']","['Oil Sheikh', 'Jinx']","['baddie vibes', 'Yuumi']","['Respectless', 'Ornn']","['Aspect14', 'Kayn']","['sersanti', 'Fizz']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1208,"['Liccht', 'Aatrox']","['Vanwallian', 'Evelynn']","['ImpacT LaXen', 'Azir']","['High am so I', 'Caitlyn']","['Bard Tries Hard', 'Bard']","['Blizz3WhitD', 'Kaisa']","['23º Best Vi EUW', 'Vi']","['ψÎψ', 'Leblanc']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1209,"['vrwowz', 'Jax']","['TOG Inugami', 'Lillia']","['dncsm', 'Lissandra']","['Halodri', 'Jinx']","['yebotezivot', 'Janna']","['Lexà', 'Gnar']","['TBN Harry', 'Ekko']","['Arthuro9', 'Vladimir']","['zooohdod', 'Caitlyn']","['Maffe', 'Ashe']",Victoire des Rouges
1210,"['mauaf', 'Gwen']","['Guldie', 'Rammus']","['MrFonsdé', 'Leblanc']","['Khonso', 'Varus']","['yebotezivot', 'Janna']","['Lazzon', 'Darius']","['TIMBAS TXEMEXEKE', 'Viego']","['Ctm im Gio', 'Tristana']","['54 Fune', 'Draven']","['Vinyl Acetate', 'Rakan']",Victoire des Bleus
1211,"['Pasticcemo', 'Sett']","['St00ne', 'Khazix']","['CXDX', 'Viktor']","['Mandelbrot', 'Kaisa']","['yebotezivot', 'Janna']","['Shere Khan diff', 'Garen']","['Deity333', 'XinZhao']","['Ðesidia', 'KogMaw']","['God Han Wenqing ', 'MissFortune']","['MANE ReNo', 'Lulu']",Victoire des Rouges
1212,"['Ytemityro', 'TahmKench']","['Kronos909', 'MasterYi']","['Fsalker Ti', 'Zed']","['Ezrafizz', 'Jinx']","['Forsaken01', 'Janna']","['Just Jay', 'Gangplank']","['BuffMyTeammates', 'JarvanIV']","['Dash Addicted', 'Viktor']","['the nasty racoon', 'Jhin']","['yebotezivot', 'Lux']",Victoire des Rouges
1213,"['Nimith', 'Shen']","['Azonne', 'Ekko']","['Vladimir Beast', 'Vladimir']","['Čert', 'Xayah']","['Yukka', 'Neeko']","['cs monster', 'Mordekaiser']","['444jg444', 'Evelynn']","['Wyyzz', 'Taliyah']","['SH1KARI', 'Zeri']","['yebotezivot', 'Yuumi']",Victoire des Rouges
1214,"['Hyil', 'Yone']","['Jetski', 'Khazix']","['Yorriα', 'Qiyana']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['Toss A Coin To', 'Garen']","['monkaSpeed', 'Rammus']","['Midlane Legend ', 'Sylas']","['INA 322', 'Tristana']","['OUTTA THIS WORLD', 'Pyke']",Victoire des Rouges
1215,"['hahahaxdddd', 'Aatrox']","['Slilmon', 'Graves']","['At0mflunder', 'Ekko']","['GoblinLP', 'KogMaw']","['yebotezivot', 'Janna']","['ΉULK', 'Ornn']","['fred madison', 'Udyr']","['Sora Δ', 'Akali']","['0619', 'Kaisa']","['Bluddeux', 'Braum']",Victoire des Bleus
1216,"['S7b', 'Jax']","['Valhalla Gennaro', 'JarvanIV']","['Tommy II', 'Vex']","['Eqínox ', 'Caitlyn']","['oOo Yuzuru oOo', 'Lux']","['Flyvespark3', 'Jayce']","['Tottitalie1', 'Zac']","['meeoow123', 'Katarina']","['Slayos', 'Ezreal']","['yebotezivot', 'Janna']",Victoire des Rouges
1217,"['King Azuku', 'Viego']","['7 Days Kryzen', 'Lillia']","['Ladmatei', 'Irelia']","['Lightning ADC', 'Samira']","['Elcaa', 'Morgana']","['iBulek', 'Sejuani']","['LiI antoN', 'Taliyah']","['yebotezivot', 'Lux']","['Dynamo934', 'Lucian']","['softii', 'Nami']",Victoire des Rouges
1218,"['Li Xiu Yuee', 'Yorick']","['jinounga', 'Belveth']","['Naltus', 'Yasuo']","['Jolsty', 'MissFortune']","['milujumnamkuCZ', 'Leona']","['Ingi', 'Camille']","['GOWs Hades', 'Graves']","['ArchiMond', 'Swain']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1219,"['wirthu77', 'Mordekaiser']","['Star1ess Sea', 'Belveth']","['razersakalaka', 'Swain']","['Upset but better', 'Twitch']","['SeNsAtioNNN', 'Lulu']","['AR Ali', 'Garen']","['Gary Lineker', 'Viego']","['AR Rap1d', 'Akali']","['Donovan', 'Nilah']","['yebotezivot', 'Soraka']",Victoire des Rouges
1220,"['JustDoItBatman', 'Singed']","['Chômage Hunter', 'Zed']","['Zhëlan', 'Syndra']","['wjeD', 'Draven']","['danker142', 'Ashe']","['Im Nesh', 'Aatrox']","['Maxlo', 'JarvanIV']","['Lexxar', 'Anivia']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Bleus
1221,"['Saint Pearl', 'Sion']","['Irrelephant42', 'Viego']","['7Whisper', 'Sylas']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Morgana']","['Pasus', 'Olaf']","['Quirk', 'Rengar']","['SPIRITOMB SHINY', 'Akali']","['iuuuuuuuuuuuuupi', 'Draven']","['rhythm n poetry', 'Thresh']",Victoire des Rouges
1222,"['WOAAA Regis Woof', 'Tryndamere']","['SANlC', 'Graves']","['dodgelist', 'Irelia']","['Doog Woof', 'Ziggs']","['Camirost', 'Senna']","['Fnatic Bang2', 'Ahri']","['Patatas4thewin', 'Belveth']","['Shibasa', 'Akshan']","['Dramnock', 'Twitch']","['yebotezivot', 'Yuumi']",Victoire des Bleus
1223,"['GANK MASCHlNE', 'Lillia']","['8965', 'Graves']","['si mors', 'Yone']","['MrMataz', 'Tristana']","['kr3p1nk', 'Pyke']","['Fnatic Bang2', 'Lulu']","['Dobule D', 'Ekko']","['ANB Basel', 'Irelia']","['Next Year', 'Lucian']","['yebotezivot', 'Nami']",Victoire des Bleus
1224,"['Blooming Blade', 'Vayne']","['Atreus Airlines', 'Pantheon']","['Hexag', 'Sylas']","['sniff in head', 'Caitlyn']","['hammerofthor1', 'Leona']","['MG FloufKiPiK', 'Malphite']","['DW Dram', 'JarvanIV']","['ak adventures', 'Kassadin']","['L60 Grzybek', 'Kaisa']","['yebotezivot', 'Janna']",Victoire des Rouges
1225,"['TheRoflking', 'Aatrox']","['reaxons', 'Khazix']","['litel snek', 'Syndra']","['Nyubrix', 'Ashe']","['yebotezivot', 'Janna']","['Tehrianh', 'Yasuo']","['GANK MASCHlNE', 'Belveth']","['hentai lemon', 'Katarina']","['Moe 1v9', 'Twitch']","['RomanianAtWorlds', 'Yuumi']",Victoire des Bleus
1226,"['Onyx Sly', 'Gnar']","['LtuProKiller', 'Kayn']","['zeenmhfk', 'Zed']","['Hiyori Kozuki', 'MissFortune']","['Lucy4', 'Senna']","['Slavi', 'Yorick']","['Flashy Slashy', 'Udyr']","['Sverpsverp', 'Sylas']","['AUP Jernis', 'Lucian']","['yebotezivot', 'Lux']",Victoire des Rouges
1227,"['Barney Jhinson', 'Gragas']","['AsbyV1', 'Blitzcrank']","['FízzInHerViJanna', 'Fizz']","['GEORGEN', 'Kalista']","['yebotezivot', 'Soraka']","['AzoKiZ', 'Gnar']","['Feline Knife Nut', 'Udyr']","['Anuκa', 'Vladimir']","['BennisTheMennis', 'Jinx']","['Litchs', 'Poppy']",Victoire des Bleus
1228,"['LAEV123PRO', 'Udyr']","['Saruken', 'Lillia']","['shes dreaming', 'Seraphine']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Rakan']","['Stev7544', 'Garen']","['Stefan45', 'Amumu']","['Seiten auf MMR', 'Morgana']","['Imute Myself Bye', 'Caitlyn']","['MBG Cryptic', 'Karma']",Victoire des Rouges
1229,"['WP Starshadow', 'Akshan']","['pls buff eve', 'Ivern']","['IntingENningning', 'Swain']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['Gawoyme', 'DrMundo']","['My Kanojo', 'Ekko']","['Death Mαrk', 'Zed']","['MENTALLYDOOMED69', 'Vayne']","['GRIZAIM', 'Pantheon']",Victoire des Rouges
1230,"['Bofloos', 'Yasuo']","['Aspect14', 'FiddleSticks']","['Wind art', 'Yone']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['Tempest Wanderer', 'Aatrox']","['AŁAI', 'Shaco']","['fak', 'Diana']","['XELEGION', 'Aphelios']","['FreeBlueEssence', 'Sona']",Victoire des Bleus
1231,"['TheQLuxClan', 'Malphite']","['OVERLOADED TAE', 'Qiyana']","['Nitschke60Kim', 'Sylas']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Lux']","['TrollyFox', 'Singed']","['Shere Khan diff', 'Evelynn']","['xZywei', 'Akali']","['danielwu0908', 'Lucian']","['Skewdy', 'Yuumi']",Victoire des Bleus
1232,"['Revólution', 'Darius']","['bereal enjoyer', 'Hecarim']","['Matš', 'Kassadin']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Lux']","['kabuli pilau', 'Udyr']","['Erean', 'Ekko']","['Favorite Liar', 'Yone']","['Mantu', 'Kaisa']","['Rosalin', 'Soraka']",Victoire des Rouges
1233,"['HeoSuIsFloating', 'Ryze']","['ShroXs', 'Olaf']","['Βaxtrix', 'Garen']","['Okgars', 'Ezreal']","['KuKøRiKa', 'Pyke']","['Ctm im Gio', 'Tristana']","['Pappejunge', 'JarvanIV']","['Alpiro', 'Tryndamere']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Lux']",Victoire des Rouges
1234,"['Bor4Bor4w', 'Mordekaiser']","['Buoasoetu', 'Udyr']","['General Swainobi', 'Swain']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Lux']","['Urgozilla', 'Urgot']","['Big Bad Lamb', 'Kindred']","['AD But Not C', 'Ezreal']","['Usuurper', 'Tristana']","['small pet', 'Nami']",Victoire des Bleus
1235,"['Byou', 'Udyr']","['Hudson Hornet 51', 'Khazix']","['3SheffG', 'Viktor']","['xJacManiuS', 'Lucian']","['Reject Modernitý', 'Zilean']","['Yung Notas', 'Sion']","['Ovil', 'FiddleSticks']","['playing gp again', 'Ryze']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Soraka']",Victoire des Rouges
1236,"['SuSiuuu', 'Sett']","['gartenpflege', 'Belveth']","['Johnny Jones', 'Neeko']","['Capitaine crabe', 'Kaisa']","['Avaaaa', 'Janna']","['meshade wannabe', 'Mordekaiser']","['Han Sooyøung', 'Maokai']","['TSD Neroxsis', 'Ekko']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Soraka']",Victoire des Rouges
1237,"['Sadge Gizorski', 'Ornn']","['bloodnsmorc 0', 'Diana']","['My Dearest Girl', 'Ekko']","['Cynos TV', 'Sivir']","['yonaire', 'Yuumi']","['1 God 1 Flugzeug', 'Darius']","['SST Polletemaken', 'Viego']","['Fricey', 'Vladimir']","['Alpaco', 'Aphelios']","['yebotezivot', 'Lux']",Victoire des Rouges
1238,"['Obin', 'Tryndamere']","['Daiyan', 'FiddleSticks']","['Cheatche', 'Zed']","['Cryxîn', 'Vayne']","['Conqυest', 'Thresh']","['ACL Taröt', 'Mordekaiser']","['Nasty Lav', 'MonkeyKing']","['JOXAA', 'Jayce']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Yuumi']",Victoire des Bleus
1239,"['Sad Game', 'Fiora']","['Kurronos', 'LeeSin']","['DABABYCAR69', 'Syndra']","['Akep', 'Draven']","['yebotezivot', 'Janna']","['ekstreme eskild', 'Akshan']","['WTX Headen', 'Khazix']","['INTACCOUNT12345', 'Leblanc']","['hysmqxhgu', 'Vayne']","['Catraukasin', 'Leona']",Victoire des Rouges
1240,"['Christian Hàrten', 'Irelia']","['itsmedettol', 'FiddleSticks']","['NIGHT YASS', 'Talon']","['Ramsy van Hinden', 'Aphelios']","['yebotezivot', 'Rakan']","['Blizz3WhitD', 'Akali']","['lryn', 'Lillia']","['TB Gtown', 'Aatrox']","['bigdaddyxo', 'Draven']","['TB Skido', 'Thresh']",Victoire des Rouges
1241,"['G0blin', 'Vayne']","['44er Bizeps', 'Belveth']","['dippp', 'Syndra']","['reaand b', 'Kaisa']","['yebotezivot', 'Janna']","['ÐOINB RYZE HACK', 'Fiora']","['Glini105', 'Hecarim']","['Hapatefa', 'Akali']","['Dannæ', 'Caitlyn']","['Erolawas', 'Renata']",Victoire des Rouges
1242,"['Matrix v9', 'Urgot']","['Bäckström', 'Ekko']","['Flavinouille', 'Velkoz']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Soraka']","['Minimois', 'Garen']","['thommmy', 'Nocturne']","['Sabrito', 'Zilean']","['Sunny2345', 'MissFortune']","['Mangakiou', 'Maokai']",Victoire des Bleus
1243,"['Rim to WIn', 'Sion']","['TurboDopamiine', 'FiddleSticks']","['ECES Matrex', 'Syndra']","['IV Magikarp', 'Varus']","['Slina die Wilde', 'Nami']","['Drêadnaught', 'Tryndamere']","['Zhuzhouzhiguang', 'Graves']","['KC VelKoz', 'Velkoz']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Rakan']",Victoire des Bleus
1244,"['I must', 'Yone']","['Test Subject L9', 'Diana']","['Schou', 'Katarina']","['FLΔQ', 'Draven']","['ushog', 'Nautilus']","['Kleine Rolf', 'Jax']","['Hedenskmoon', 'Hecarim']","['TSD Neroxsis', 'Ekko']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Yuumi']",Victoire des Bleus
1245,"['Sikkerning', 'Garen']","['Dane', 'Ivern']","['ABSR9', 'Sylas']","['Ćappe', 'Jinx']","['NubichitoPro', 'Soraka']","['Song Ying Zhuo ', 'Bard']","['wien favoriten69', 'Karthus']","['Norata', 'Yone']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Bleus
1246,"['haha top so fun', 'Urgot']","['lich blade', 'Hecarim']","['Tbelkas', 'Viktor']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['weaksidersex69', 'Ornn']","['WillKi', 'Graves']","['Lemon carry me', 'Taliyah']","['Axsis Heretic', 'Ezreal']","['iguessjustbetter', 'Nami']",Victoire des Rouges
1247,"['hutii', 'Sion']","['ItzSprite', 'MasterYi']","['ThisIsMyFault', 'Galio']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['FemboyMeow', 'Mordekaiser']","['TartOPouair', 'Nunu']","['Salinżman', 'Yone']","['Praktykant', 'Kaisa']","['Ekimentum', 'Blitzcrank']",Victoire des Bleus
1248,"['wirthu77', 'Zac']","['special settler', 'RekSai']","['Little Suito', 'Syndra']","['DylansYooe', 'Ashe']","['Skulldagery', 'Xerath']","['MrMajoor', 'Fiora']","['Specialking', 'Hecarim']","['Lokalika', 'Viktor']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1249,"['KingExtrm', 'Jax']","['Corantie', 'Pantheon']","['Purer Erzbengel', 'Zyra']","['BombaINC', 'Samira']","['fittetryne', 'Senna']","['EtienneLeMoai', 'Singed']","['Truffle17', 'LeeSin']","['Lïmit Testing', 'Zed']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1250,"['Bibi Choupinou', 'Gwen']","['Buoasoetu', 'Udyr']","['Elmois123', 'Ekko']","['TrueAgxas', 'Samira']","['Abu alBaghdadi', 'Senna']","['jmillsy2', 'Ornn']","['MekRoi', 'Khazix']","['Frallo', 'Katarina']","['Cennet', 'Kaisa']","['yebotezivot', 'Janna']",Victoire des Bleus
1251,"['Hjalmarsson', 'Graves']","['TSD Loser Goofy', 'Shaco']","['Blauni', 'Kassadin']","['Kushinzos', 'Ezreal']","['Smiley F ES', 'Pyke']","['Urgozilla', 'Urgot']","['Chillokrodil', 'Diana']","['Noxus Blade', 'Riven']","['Am i existential', 'Samira']","['yebotezivot', 'Rakan']",Victoire des Bleus
1252,"['Owenarli', 'Camille']","['Abi hab i habibi', 'Zed']","['KURBAX', 'Kassadin']","['Réd Eyes', 'Samira']","['yebotezivot', 'Rakan']","['GliderGlenn', 'Tryndamere']","['Kome 1V9', 'Ekko']","['Immortoru', 'Yone']","['Dps30', 'Twitch']","['Waitz', 'Yuumi']",Victoire des Rouges
1253,"['DemonyX', 'Darius']","['Peter Niklas', 'Blitzcrank']","['4554454', 'Fizz']","['Speedling', 'Kaisa']","['yebotezivot', 'Rakan']","['Obin', 'Tryndamere']","['Asumasar', 'Ekko']","['Addepadde123', 'Katarina']","['Sniper v2', 'Kalista']","['kr3p1nk', 'Pyke']",Victoire des Bleus
1254,"['LAEV123PRO', 'Camille']","['enoughtoignore', 'Graves']","['Montyo', 'Nunu']","['Schouboy', 'Twitch']","['Zu An Tian Xin', 'Blitzcrank']","['MÅRTYR', 'Malphite']","['Underc0verAgent', 'LeeSin']","['KURBAX', 'Kassadin']","['BL Kojoker', 'Sivir']","['yebotezivot', 'Yuumi']",Victoire des Rouges
1255,"['ΤKillJoys', 'Ornn']","['lztxdy1', 'Elise']","['KURBAX', 'Irelia']","['Femboy Slvt 1 ', 'Aphelios']","['yebotezivot', 'Janna']","['Screamo2', 'Karma']","['fKing kricc', 'Graves']","['Mester Grøn', 'Yone']","['hatofclass', 'Vayne']","['Gammamon', 'Yuumi']",Victoire des Rouges
1256,"['Simply Saek   ', 'Gnar']","['Fiusos25', 'Graves']","['KURBAX', 'Akali']","['renNvo', 'Draven']","['yebotezivot', 'Janna']","['14Hazafi88', 'Poppy']","['HinvelQLF', 'Kindred']","['mochen', 'Veigar']","['Vt7', 'Caitlyn']","['WAO EN LEGENDEE', 'Karma']",Victoire des Rouges
1257,"['Petit coco', 'Darius']","['Rock Hard Nips', 'Rengar']","['Park Gi Hoon', 'Akali']","['Erol', 'Heimerdinger']","['kristýcat', 'Xerath']","['idktoplane', 'Olaf']","['Dacreq', 'Lillia']","['KURBAX', 'Irelia']","['IIDeadeye', 'MissFortune']","['yebotezivot', 'Janna']",Victoire des Rouges
1258,"['IIDeadeye', 'Teemo']","['WillKi', 'Belveth']","['KURBAX', 'Irelia']","['Lemon carry me', 'Vayne']","['yebotezivot', 'Janna']","['PainFFS', 'Akshan']","['KC VelKoz', 'Hecarim']","['Pinky', 'Ekko']","['BIG BRE CEO', 'Ezreal']","['Polycephalum', 'Xerath']",Victoire des Bleus
1259,"['KeyFreak', 'Camille']","['0jbk', 'Gragas']","['Absokith', 'Yasuo']","['WhIless', 'Jhin']","['Snowzz', 'Yuumi']","['idktoplane', 'Darius']","['Urine Dentaire', 'Diana']","['adyjcrlxi', 'Zed']","['Gomasushi', 'Aphelios']","['yebotezivot', 'Janna']",Victoire des Rouges
1260,"['stellαr', 'Lucian']","['4eco', 'MonkeyKing']","['guide me rika', 'Viktor']","['BFG Sensas', 'Ezreal']","['lonely battle', 'Janna']","['FallenHikaru', 'Darius']","['Boggson', 'Amumu']","['eSN Header', 'Ekko']","['Celestia LFT', 'Kaisa']","['yebotezivot', 'Rakan']",Victoire des Bleus
1261,"['fateemobi', 'Lucian']","['Feedmile', 'Hecarim']","['Fremy7', 'Azir']","['Mister Clean', 'Seraphine']","['Pasife', 'Soraka']","['la ward du bush', 'Darius']","['Ben Boozler', 'Udyr']","['TwTv anxxietyyy', 'Xerath']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1262,"['Ružica Čamdžić', 'Shen']","['MEGA Cenerino', 'FiddleSticks']","['KURBAX', 'Irelia']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']","['How to owo', 'Kayle']","['AlexdingL', 'Nocturne']","['G3 Spac', 'Sylas']","['Mister Clean', 'Tristana']","['Kalid2014', 'Taric']",Victoire des Bleus
1263,"['sirro0ster', 'Camille']","['Zacharias the ni', 'Hecarim']","['Not Káta', 'Lissandra']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Rakan']","['SexyHammer', 'Renekton']","['Usopp EU', 'Belveth']","['KHO Yuri', 'Syndra']","['KSULO SE FASAIES', 'Kaisa']","['HodenkoboId', 'Blitzcrank']",Victoire des Rouges
1264,"['DragMeToCola', 'Maokai']","['Nitux', 'Volibear']","['OroDestructor', 'Yone']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Rakan']","['Tori Karaage', 'Camille']","['Vend du Teuteu', 'FiddleSticks']","['Zulu Warrior', 'Kassadin']","['La Pagaille', 'Kaisa']","['Dottor Capocchia', 'Janna']",Victoire des Bleus
1265,"['Combooow', 'Fiora']","['KeyWyz', 'MasterYi']","['Thresher', 'Diana']","['Scrubbex', 'Tristana']","['4ƒun4', 'Zilean']","['Wiiz NeXuS', 'MonkeyKing']","['lztxdy1', 'Zac']","['Chad Mid', 'Azir']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1266,"['SK Lavage', 'Ornn']","['mute all ing', 'Qiyana']","['EPC xandremagno', 'Ahri']","['indijanacc', 'Ezreal']","['ISD Alderlek', 'Zilean']","['Criticality', 'Fiora']","['demolisher544', 'Ekko']","['BrK Piroux', 'Azir']","['Buyù x Elly', 'Draven']","['yebotezivot', 'Janna']",Victoire des Bleus
